case_id,borrower_name,age,occupation,employer_business,employment_business_vintage_years,annual_income_lakh,existing_emi_inr,credit_score,loan_product,loan_purpose,loan_amount_inr,tenure_years,interest_rate_percent,primary_property_pdf,city,locality,property_type,property_address,building_society,flat_house_number,bedrooms,carpet_area_sqft,builtup_area_sqft,floor,total_floors,property_age_years,parking,occupancy,condition,sale_deed_status,property_card_status,share_certificate_status,building_plan_status,occupancy_certificate_status,property_tax_status,encumbrance_security_interest_status,owner_consistency,address_consistency,property_id_consistency,area_consistency,property_type_consistency,document_completeness,exceptions,comparable_count,average_comparable_rate_inr_sqft,adjusted_comparable_rate_inr_sqft,indicative_value_inr,indicative_value_low_inr,indicative_value_high_inr,valuation_confidence,ltv_percent,collateral_coverage_x,collateral_assessment,valuer_status,valuer_assessed_value_inr,valuer_override_reason,credit_review_status,data_classification,data_note
CLIQ-00039,Priya Joshi,46,Self-Employed Professional,Manufacturing Business,11,13.45,22700,783,Home Loan,Purchase of Residential Property,31100000,15,9.08,Simulated - property information source,Thane,Naupada,Apartment / Flat,"444, Naupada, Thane, Maharashtra",Sunrise Apartments,102,3,1390,1680,18,22,7,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Pending,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Exception,Mostly Complete,Property type inconsistency; Document completeness review,7,31900,32200,44800000,42600000,47700000,High,69.4,1.44,MEDIUM - REVIEW REQUIRED,Completed,44700000,Condition/marketability adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00040,Vikram Kapoor,37,Self-Employed Professional,Trading Business,7,11.92,10900,676,Loan Against Property (LAP),Business Expansion,19700000,10,10.32,Simulated - property information source,Thane,Wagle Estate,Apartment / Flat,"465, Wagle Estate, Thane, Maharashtra",Green Heights,103,4,1310,1650,2,31,18,1 Covered,Self-occupied,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,26500,27300,35800000,34200000,38000000,High,55.0,1.82,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00041,Neha Nair,35,Salaried,Trading Business,13,16.58,21600,706,Loan Against Property (LAP),Business Expansion,37100000,15,9.82,Simulated - property information source,Mumbai,Sion,Apartment / Flat,"507, Sion, Mumbai, Maharashtra",Sunrise Apartments,805,2,1430,1810,14,21,7,1 Open,Tenant-occupied,Average,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Exception,Pass,Pass,Pass,Complete,Address mismatch,7,43700,43600,62300000,59000000,65600000,High,59.6,1.68,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00042,Nikhil Shah,44,Business Owner,Government Department,19,44.1,61400,809,Loan Against Property (LAP),Business Expansion,10800000,20,10.01,Simulated - property information source,Thane,Vartak Nagar,Apartment / Flat,"758, Vartak Nagar, Thane, Maharashtra",Sai Enclave,609,3,750,880,4,17,23,2 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Complete,Security-interest verification pending,5,32300,31700,23800000,23000000,24600000,High,45.4,2.2,MEDIUM - REVIEW REQUIRED,Completed,23100000,Comparable selection adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00043,Raj Sharma,23,Salaried,Government Department,8,11.12,20700,787,Loan Against Property (LAP),Debt Consolidation,42700000,7,10.29,Simulated - property information source,Mumbai,Worli,Apartment / Flat,"386, Worli, Mumbai, Maharashtra",Sai Enclave,308,4,1420,1660,8,9,7,1 Covered,Self-occupied,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Exception,Pass,Complete,Area inconsistency,7,68100,66600,94600000,89500000,98700000,Low,45.1,2.22,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00044,Isha Kapoor,38,Business Owner,Government Department,4,39.9,48900,737,Loan Against Property (LAP),Debt Consolidation,33400000,15,10.95,Simulated - property information source,Mumbai,Mahim,Apartment / Flat,"278, Mahim, Mumbai, Maharashtra",Sunrise Apartments,503,3,1260,1530,18,26,11,2 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Charge indicated - review required,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review; Security interest requires review,6,49600,50800,64000000,61400000,67800000,High,52.2,1.92,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00045,Rahul Chaudhari,53,Self-Employed Professional,Manufacturing Business,10,8.0,16800,790,Home Loan,Balance Transfer,38200000,15,8.27,Simulated - property information source,Thane,Vartak Nagar,Row House,"960, Vartak Nagar, Thane, Maharashtra",Demo Housing Society,House-38,2,2360,3000,16,31,36,1 Open,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review; Security-interest verification pending,8,28200,28900,68200000,64500000,72800000,High,56.0,1.79,MEDIUM - REVIEW REQUIRED,Completed,66500000,Comparable selection adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00046,Varun Jain,47,Self-Employed Professional,Trading Business,4,7.91,8300,742,Home Loan,Construction,6700000,15,10.81,Simulated - property information source,Thane,Kopri,Apartment / Flat,"310, Kopri, Thane, Maharashtra",Sunrise Apartments,105,2,480,600,10,28,33,1 Open,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Exception,Complete,Property type inconsistency,7,26200,25400,12200000,11600000,12800000,High,54.9,1.82,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00047,Rahul Sharma,23,Self-Employed Professional,Private Company,2,13.92,26400,699,Home Loan,Purchase of Residential Property,27500000,25,8.79,Simulated - property information source,Thane,Balkum,Apartment / Flat,"697, Balkum, Thane, Maharashtra",Shree Residency,802,4,1650,2060,7,31,31,1 Open,Vacant,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,25700,25800,42600000,40200000,44400000,High,64.6,1.55,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00048,Karan Mehta,27,Government Employee,Government Department,7,12.38,14600,754,Home Loan,Balance Transfer,17000000,15,10.27,Simulated - property information source,Mumbai,Dadar East,Apartment / Flat,"137, Dadar East, Mumbai, Maharashtra",Demo Housing Society,602,4,610,740,2,34,38,1 Covered,Tenant-occupied,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Exception,Pass,Pass,Exception,Mostly Complete,Address mismatch; Property type inconsistency; Document completeness review,5,61800,63300,38600000,36700000,40800000,Medium,44.0,2.27,HIGH - REVIEW REQUIRED,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00049,Siddharth More,31,Government Employee,Government Department,10,17.85,30900,726,Home Loan,Purchase of Residential Property,16500000,25,9.46,Simulated - property information source,Mumbai,Parel,Apartment / Flat,"327, Parel, Mumbai, Maharashtra",Sunrise Apartments,604,4,730,840,14,33,15,1 Covered,Self-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,6,64900,66300,48400000,45600000,50800000,High,34.1,2.93,LOW - REVIEW COMPLETE,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00050,Meera More,35,Government Employee,Manufacturing Business,1,32.36,24600,726,Loan Against Property (LAP),Medical/Personal Need,10600000,15,10.69,Simulated - property information source,Thane,Majiwada,Apartment / Flat,"53, Majiwada, Thane, Maharashtra",Sai Enclave,701,3,920,1150,16,23,36,1 Open,Tenant-occupied,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,31900,31100,28600000,27300000,29900000,High,37.1,2.7,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00051,Arjun Kapoor,37,Business Owner,Government Department,10,18.67,48400,725,Home Loan,Balance Transfer,12000000,25,11.45,Simulated - property information source,Thane,Balkum,Apartment / Flat,"594, Balkum, Thane, Maharashtra",Demo Housing Society,705,3,1060,1300,10,22,12,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,26100,25800,27300000,25700000,29100000,High,44.0,2.27,LOW - REVIEW COMPLETE,Completed,25700000,No material adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00052,Isha Verma,35,Government Employee,Private Company,4,13.16,13200,791,Loan Against Property (LAP),Debt Consolidation,12900000,10,10.77,Simulated - property information source,Thane,Naupada,Apartment / Flat,"18, Naupada, Thane, Maharashtra",Sunrise Apartments,509,3,600,730,3,35,29,1 Covered,Self-occupied,Good,Pending,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,5,34200,34200,20500000,19600000,21100000,High,62.9,1.59,LOW - REVIEW COMPLETE,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00053,Varun Kulkarni,45,Business Owner,Manufacturing Business,11,10.14,10700,728,Loan Against Property (LAP),Education,50000000,15,11.03,Simulated - property information source,Mumbai,Matunga,Apartment / Flat,"217, Matunga, Mumbai, Maharashtra",Demo Housing Society,805,3,1620,1980,8,17,22,1 Covered,Vacant,Needs Review,Uploaded,Uploaded,Not Applicable,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,66600,67200,108900000,103400000,116400000,High,45.9,2.18,LOW - REVIEW COMPLETE,Completed,111100000,Condition/marketability adjustment,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00054,Ananya Singh,43,Business Owner,Government Department,1,8.18,17800,723,Loan Against Property (LAP),Business Expansion,44200000,15,8.82,Simulated - property information source,Mumbai,Prabhadevi,Apartment / Flat,"964, Prabhadevi, Mumbai, Maharashtra",Ocean View CHS,703,3,1290,1550,5,30,26,1 Covered,Vacant,Average,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Charge indicated - review required,Pass,Pass,Pass,Pass,Pass,Complete,Security interest requires review,5,77100,77700,100200000,96500000,105000000,High,44.1,2.27,MEDIUM - REVIEW REQUIRED,Pending,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00055,Neha Bansal,37,Business Owner,Professional Practice,13,25.19,54100,786,Loan Against Property (LAP),Education,18400000,7,8.57,Simulated - property information source,Mumbai,Bandra East,Apartment / Flat,"174, Bandra East, Mumbai, Maharashtra",Shree Residency,505,2,710,830,6,19,28,None,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,7,55400,54000,38300000,37000000,40800000,High,48.0,2.08,LOW - REVIEW COMPLETE,Completed,38000000,Condition/marketability adjustment,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00056,Sneha Verma,39,Business Owner,Government Department,6,25.59,40500,740,Home Loan,Construction,34700000,10,11.57,Simulated - property information source,Mumbai,Andheri West,Villa,"205, Andheri West, Mumbai, Maharashtra",Sunrise Apartments,House-70,3,1820,2170,5,14,8,2 Covered,Vacant,Average,Uploaded,Uploaded,Uploaded,Uploaded,Pending,Uploaded,No charge indicated in submitted document,Exception,Exception,Pass,Pass,Pass,Complete,Owner mismatch; Address mismatch,7,49100,48700,88600000,85500000,92700000,High,39.2,2.55,MEDIUM - REVIEW REQUIRED,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00057,Amit Chaudhari,39,Government Employee,Trading Business,10,10.2,9600,839,Loan Against Property (LAP),Debt Consolidation,50000000,15,10.56,Simulated - property information source,Thane,Majiwada,Independent House,"989, Majiwada, Thane, Maharashtra",Ocean View CHS,House-14,1,2220,2690,13,30,4,None,Vacant,Excellent,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Mostly Complete,Document completeness review,8,32200,32400,71900000,68800000,75900000,High,69.5,1.44,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Clarification Required,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00058,Nikhil Jain,29,Business Owner,Manufacturing Business,11,23.09,31300,722,Home Loan,Construction,23700000,10,9.28,Simulated - property information source,Mumbai,Matunga,Apartment / Flat,"566, Matunga, Mumbai, Maharashtra",Shree Residency,609,4,810,970,11,25,14,1 Open,Vacant,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Verification Pending,Pass,Pass,Pass,Pass,Pass,Complete,Security-interest verification pending,8,60300,60900,49300000,46600000,52700000,High,48.1,2.08,MEDIUM - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00059,Aarav Kapoor,46,Government Employee,Manufacturing Business,7,10.16,18800,738,Loan Against Property (LAP),Business Expansion,27600000,10,8.97,Simulated - property information source,Mumbai,Matunga,Apartment / Flat,"321, Matunga, Mumbai, Maharashtra",Green Heights,405,3,920,1100,7,21,19,1 Covered,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Incomplete,Document completeness review,8,58800,59400,54600000,52600000,58200000,High,50.5,1.98,MEDIUM - REVIEW REQUIRED,Inspection Scheduled,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00060,Isha More,34,Business Owner,Professional Practice,5,17.9,31800,775,Loan Against Property (LAP),Education,6100000,10,8.9,Simulated - property information source,Thane,Manpada,Apartment / Flat,"563, Manpada, Thane, Maharashtra",Sunrise Apartments,202,2,470,570,7,33,23,None,Vacant,Good,Uploaded,Uploaded,Not Applicable,Uploaded,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,8,25700,25300,11900000,11400000,12300000,High,51.3,1.95,LOW - REVIEW COMPLETE,Pending,,,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00061,Ananya Chaudhari,27,Salaried,Private Company,1,10.78,23100,743,Home Loan,Construction,50000000,10,9.82,Simulated - property information source,Mumbai,Andheri East,Villa,"139, Andheri East, Mumbai, Maharashtra",Ocean View CHS,House-8,1,2900,3710,8,14,18,2 Covered,Vacant,Good,Pending,Uploaded,Uploaded,Pending,Uploaded,Uploaded,No charge indicated in submitted document,Pass,Pass,Pass,Pass,Pass,Complete,None,6,39300,40500,117400000,111400000,123600000,High,42.6,2.35,LOW - REVIEW COMPLETE,Completed,115800000,No material adjustment,Ready for Credit Review,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
CLIQ-00062,Nikhil Verma,50,Business Owner,Trading Business,6,15.96,29100,723,Loan Against Property (LAP),Medical/Personal Need,32900000,20,9.83,Simulated - property information source,Thane,Kopri,Independent House,"346, Kopri, Thane, Maharashtra",Sunrise Apartments,House-74,1,2000,2490,12,26,14,None,Tenant-occupied,Good,Uploaded,Uploaded,Uploaded,Pending,Uploaded,Uploaded,Verification Pending,Pass,Exception,Pass,Pass,Pass,Mostly Complete,Address mismatch; Document completeness review; Security-interest verification pending,8,25200,25900,51800000,50000000,54400000,High,63.5,1.57,HIGH - REVIEW REQUIRED,Pending,,,Collateral Assessment,Synthetic / Demo,Synthetic data calibrated to official-source framework; not actual transaction/valuation data.
